"","No","Citiation","lat","lon","sitecode","logk","stage","Method","climate.zone","Ecosystem","Vegetation","Litter.type","Aspect","Elevation","Slope","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Bulk.density","Clay","pH","SOC","N","CEC","EVI","LAI","NPP","SFP","SBD","Initial.C","Initial.N","Initial.C.N","ln_pred_k","logk","mean_mean_daily_temp","log10NO3c","log10DRPc","TPdep","TNdep","log10dis_m3_pyr","log10dis_m3_pmn","log10dis_m3_pmx","run_mm_syr","log10inu_pc_smn","log10inu_pc_umn","log10inu_pc_smx","log10inu_pc_umx","log10inu_pc_slt","log10inu_pc_ult","log10lka_pc_sse","log10lka_pc_use","log10lkv_mc_usu","log10rev_mc_usu","log10dor_pc_pva","log10ria_ha_ssu","log10ria_ha_usu","log10riv_tc_ssu","log10riv_tc_usu","gwt_cm_sav","ele_mt_sav","ele_mt_uav","ele_mt_smn","ele_mt_smx","slp_dg_sav","slp_dg_uav","log10sgr_dk_sav","tmp_dc_syr","tmp_dc_uyr","tmp_dc_smn","tmp_dc_smx","tempmonth","pre_mm_syr","pre_mm_uyr","log10precipmonth","pet_mm_syr","pet_mm_uyr","PETmonth","aet_mm_syr","aet_mm_uyr","AETmonth","ari_ix_sav","ari_ix_uav","cmi_ix_syr","cmi_ix_uyr","moist_indexmonth","snw_pc_syr","snw_pc_uyr","snw_pc_smx","snowmonth","wet_pc_sg1","wet_pc_ug1","wet_pc_sg2","wet_pc_ug2","for_pc_sse","for_pc_use","crp_pc_sse","crp_pc_use","pst_pc_sse","pst_pc_use","ire_pc_sse","ire_pc_use","gla_pc_sse","gla_pc_use","prm_pc_sse","prm_pc_use","pac_pc_sse","pac_pc_use","cly_pc_sav","cly_pc_uav","slt_pc_sav","slt_pc_uav","snd_pc_sav","snd_pc_uav","soc_th_sav","soc_th_uav","swc_pc_syr","swc_pc_uyr","soilwatermonth","kar_pc_sse","kar_pc_use","log10ero_kh_sav","log10ero_kh_uav","log10pop_ct_ssu","log10pop_ct_usu","log10ppd_pk_sav","log10ppd_pk_uav","urb_pc_sse","urb_pc_use","nli_ix_sav","nli_ix_uav","log10rdd_mk_sav","log10rdd_mk_uav","gdp_ud_sav","log10gdp_ud_ssu","log10gdp_ud_usu","northness","slope","elev","tpi"
"3756",3756,"Aja. B.2014",4.75,8.25,912,0.312018594,"mid","Litter bag","Tropical megathermal climates","Farmland","Broadleaved","Leaf","West",38,0.189877346,25.95,4.4,0.603999996,94.4,30.25,23.05,7.2,24.85,26.85,27.15,24.65,2915.5,472.6,29.4,62.2,1232.149414,99.7,432.3,1249.1,1.21,30.5,5.3,31.8,3.235,152,3243.839355,16.77053642,349.2999878,13.69893849,1.106857896,285.36,8.7,32.8,-4.27979541737354,0.312018594,NA,0.00764702160249868,0.000908242900274987,263.976915314494,645.2605,1.12264176962554,0.532881719407397,1.47829226966106,1822,1.56820172406699,1.56820172406699,1.79934054945358,1.79934054945358,1.90308998699194,1.90308998699194,-1,-1,0,0,0,1.82376757229655,1.82376757229655,2.50989844909498,2.50989844909498,23,19,19,0,42,0.8,0.8,1.27875360095283,26.4,26.4,25.2,27.6,NA,3008,3008,NA,1548,1548,NA,1371,1371,NA,1.94,1.94,0.49,0.49,NA,0,0,0,NA,38,38,34,34,51,40,28,28,0,0,0,0,0,0,0,0,2,2,29,29,22,22,48,48,56,55,89,89,NA,0,0,3.3933996952931,3.3933996952931,2.11638522728157,2.11638522728157,2.8025294942221,2.80252470400439,51,51,6.19,6,2.02118929906994,2.02118929906994,5924,8.91078254091703,8.9107825750506,0.0128200380131602,0.537527143955231,37.9700012207031,0.00249999994412065
"3757",3757,"Aja. B.2014",4.75,8.25,912,0.257853697,"mid","Litter bag","Tropical megathermal climates","Farmland","Broadleaved","Leaf","West",38,0.189877346,25.95,4.4,0.603999996,94.4,30.25,23.05,7.2,24.85,26.85,27.15,24.65,2915.5,472.6,29.4,62.2,1232.149414,99.7,432.3,1249.1,1.21,30.5,5.3,31.8,3.235,152,3243.839355,16.77053642,349.2999878,13.69893849,1.106857896,285.36,8.7,32.8,-4.27979541737354,0.257853697,NA,0.00764702160249868,0.000908242900274987,263.976915314494,645.2605,1.12264176962554,0.532881719407397,1.47829226966106,1822,1.56820172406699,1.56820172406699,1.79934054945358,1.79934054945358,1.90308998699194,1.90308998699194,-1,-1,0,0,0,1.82376757229655,1.82376757229655,2.50989844909498,2.50989844909498,23,19,19,0,42,0.8,0.8,1.27875360095283,26.4,26.4,25.2,27.6,NA,3008,3008,NA,1548,1548,NA,1371,1371,NA,1.94,1.94,0.49,0.49,NA,0,0,0,NA,38,38,34,34,51,40,28,28,0,0,0,0,0,0,0,0,2,2,29,29,22,22,48,48,56,55,89,89,NA,0,0,3.3933996952931,3.3933996952931,2.11638522728157,2.11638522728157,2.8025294942221,2.80252470400439,51,51,6.19,6,2.02118929906994,2.02118929906994,5924,8.91078254091703,8.9107825750506,0.0128200380131602,0.537527143955231,37.9700012207031,0.00249999994412065
"3758",3758,"Aja. B.2014",4.75,8.25,912,0.194278399,"mid","Litter bag","Tropical megathermal climates","Farmland","Broadleaved","Leaf","West",38,0.189877346,25.95,4.4,0.603999996,94.4,30.25,23.05,7.2,24.85,26.85,27.15,24.65,2915.5,472.6,29.4,62.2,1232.149414,99.7,432.3,1249.1,1.21,30.5,5.3,31.8,3.235,152,3243.839355,16.77053642,349.2999878,13.69893849,1.106857896,285.36,8.7,32.8,-4.27979541737354,0.194278399,NA,0.00764702160249868,0.000908242900274987,263.976915314494,645.2605,1.12264176962554,0.532881719407397,1.47829226966106,1822,1.56820172406699,1.56820172406699,1.79934054945358,1.79934054945358,1.90308998699194,1.90308998699194,-1,-1,0,0,0,1.82376757229655,1.82376757229655,2.50989844909498,2.50989844909498,23,19,19,0,42,0.8,0.8,1.27875360095283,26.4,26.4,25.2,27.6,NA,3008,3008,NA,1548,1548,NA,1371,1371,NA,1.94,1.94,0.49,0.49,NA,0,0,0,NA,38,38,34,34,51,40,28,28,0,0,0,0,0,0,0,0,2,2,29,29,22,22,48,48,56,55,89,89,NA,0,0,3.3933996952931,3.3933996952931,2.11638522728157,2.11638522728157,2.8025294942221,2.80252470400439,51,51,6.19,6,2.02118929906994,2.02118929906994,5924,8.91078254091703,8.9107825750506,0.0128200380131602,0.537527143955231,37.9700012207031,0.00249999994412065
"3759",3759,"Assmann.2014",-26.11666667,-52.65,913,0.101358647,"mid","Litter bag","Dry-winter subtropical climates","Farmland","Grass","Leaf","East",700,0.791594982,18.75,8.9,0.521999979,311,26.95,9.95,17,20.75,14.65,22.35,14.65,2157.1,261,112.4,19.8,545.5992432,430,566.7,512.9,1.05,61,5.2,49.2,3.79,178,4221.05957,12.34821415,11170.90039,15.42266607,0.641581774,NA,NA,NA,-4.66759377043545,0.101358647,NA,0.399841997585516,0.00400648313810113,294.130400113571,769.1576,0.856728890382883,0.703549298238231,0.982904117792628,1151,0,0,0,0,0,0,-1,-1,0,0,0,1.55608529922142,1.55608529922142,2.12945786284843,2.12945786284843,220,723,723,506,888,5.3,5.3,2.00860017176192,17.3,17.3,12.6,21.7,NA,1932,1932,NA,1513,1513,NA,1417,1417,NA,1.28,1.28,0.22,0.22,NA,0,0,0,NA,0,0,0,0,0,0,37,37,28,28,0,0,0,0,0,0,0,0,39,39,18,18,42,42,28,28,95,95,NA,0,0,4.46235306855962,4.46239799789896,1.82397605137259,1.82397605137259,2.5895329700766,2.58921883623994,18,18,21.94,22,2.07188200730613,2.06818586174616,1715,8.05280404027597,8.05280416333973,-0.0152301080524921,4.43599653244019,716.47998046875,-0.163749992847443
"3760",3760,"Butenschoen.2014",-3.966666667,-79.06666667,914,-0.295411976,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","West",2000,3.791030169,16.25,6.7,0.703999996,82.3,20.75,11.25,9.5,16.85,15.05,16.85,14.85,1213.5,180.8,70.7,30.3,319.1183472,221.8,264.9,250.1,1.08,23.1,5.5,128.8,7.476,414,3556.604736,23.27633858,19807.59961,16.07017368,0.909172058,389,6,64.83,-3.99781012159684,-0.295411976,NA,0.0321500699100658,0.00238197837847434,144.164961369474,537.9909,1.41348417431741,1.28753301105072,1.6452945168899,771,0,0,0,0,0,0,-1,-1,0,0,0,1.59379539951561,2.34008304425709,2.4420515349232,3.02478768056384,780,2372,2508,1629,3136,23.2,19.3,2.76417613239033,15.2,14.4,14.5,15.7,NA,1190,1032,NA,1297,1250,NA,992,870,NA,0.91,0.82,-0.09,-0.18,NA,1,1,3,NA,0,0,0,0,67,33,14,18,15,24,0,1,0,0,0,0,34,18,24,23,24,22,52,55,53,47,77,70,NA,0,0,3.35353155907776,3.70243053644553,0.241048150671644,2.24785792991448,0.788168371141168,2.23093403828436,0,6,3.4,8,2.32633586092875,2.4345689040342,8018,6.41418070579061,9.15678563417714,-0.0992380380630493,28.490104675293,1905.38000488281,-2.80124998092651
"3761",3761,"Butenschoen.2014",-3.966666667,-79.06666667,914,-0.272824876,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","West",2000,3.791030169,16.25,6.7,0.703999996,82.3,20.75,11.25,9.5,16.85,15.05,16.85,14.85,1213.5,180.8,70.7,30.3,319.1183472,221.8,264.9,250.1,1.08,23.1,5.5,128.8,7.476,414,3556.604736,23.27633858,19807.59961,16.07017368,0.909172058,418,7,59.71,-3.99781012159684,-0.272824876,NA,0.0321500699100658,0.00238197837847434,144.164961369474,537.9909,1.41348417431741,1.28753301105072,1.6452945168899,771,0,0,0,0,0,0,-1,-1,0,0,0,1.59379539951561,2.34008304425709,2.4420515349232,3.02478768056384,780,2372,2508,1629,3136,23.2,19.3,2.76417613239033,15.2,14.4,14.5,15.7,NA,1190,1032,NA,1297,1250,NA,992,870,NA,0.91,0.82,-0.09,-0.18,NA,1,1,3,NA,0,0,0,0,67,33,14,18,15,24,0,1,0,0,0,0,34,18,24,23,24,22,52,55,53,47,77,70,NA,0,0,3.35353155907776,3.70243053644553,0.241048150671644,2.24785792991448,0.788168371141168,2.23093403828436,0,6,3.4,8,2.32633586092875,2.4345689040342,8018,6.41418070579061,9.15678563417714,-0.0992380380630493,28.490104675293,1905.38000488281,-2.80124998092651
"3762",3762,"Butenschoen.2014",-3.966666667,-79.06666667,914,-0.377433709,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","West",2000,3.791030169,16.25,6.7,0.703999996,82.3,20.75,11.25,9.5,16.85,15.05,16.85,14.85,1213.5,180.8,70.7,30.3,319.1183472,221.8,264.9,250.1,1.08,23.1,5.5,128.8,7.476,414,3556.604736,23.27633858,19807.59961,16.07017368,0.909172058,417,5,83.4,-3.99781012159684,-0.377433709,NA,0.0321500699100658,0.00238197837847434,144.164961369474,537.9909,1.41348417431741,1.28753301105072,1.6452945168899,771,0,0,0,0,0,0,-1,-1,0,0,0,1.59379539951561,2.34008304425709,2.4420515349232,3.02478768056384,780,2372,2508,1629,3136,23.2,19.3,2.76417613239033,15.2,14.4,14.5,15.7,NA,1190,1032,NA,1297,1250,NA,992,870,NA,0.91,0.82,-0.09,-0.18,NA,1,1,3,NA,0,0,0,0,67,33,14,18,15,24,0,1,0,0,0,0,34,18,24,23,24,22,52,55,53,47,77,70,NA,0,0,3.35353155907776,3.70243053644553,0.241048150671644,2.24785792991448,0.788168371141168,2.23093403828436,0,6,3.4,8,2.32633586092875,2.4345689040342,8018,6.41418070579061,9.15678563417714,-0.0992380380630493,28.490104675293,1905.38000488281,-2.80124998092651
"3763",3763,"Butenschoen.2014",-3.966666667,-79.06666667,914,-0.400095105,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","West",2000,3.791030169,16.25,6.7,0.703999996,82.3,20.75,11.25,9.5,16.85,15.05,16.85,14.85,1213.5,180.8,70.7,30.3,319.1183472,221.8,264.9,250.1,1.08,23.1,5.5,128.8,7.476,414,3556.604736,23.27633858,19807.59961,16.07017368,0.909172058,422,4,105.5,-3.99781012159684,-0.400095105,NA,0.0321500699100658,0.00238197837847434,144.164961369474,537.9909,1.41348417431741,1.28753301105072,1.6452945168899,771,0,0,0,0,0,0,-1,-1,0,0,0,1.59379539951561,2.34008304425709,2.4420515349232,3.02478768056384,780,2372,2508,1629,3136,23.2,19.3,2.76417613239033,15.2,14.4,14.5,15.7,NA,1190,1032,NA,1297,1250,NA,992,870,NA,0.91,0.82,-0.09,-0.18,NA,1,1,3,NA,0,0,0,0,67,33,14,18,15,24,0,1,0,0,0,0,34,18,24,23,24,22,52,55,53,47,77,70,NA,0,0,3.35353155907776,3.70243053644553,0.241048150671644,2.24785792991448,0.788168371141168,2.23093403828436,0,6,3.4,8,2.32633586092875,2.4345689040342,8018,6.41418070579061,9.15678563417714,-0.0992380380630493,28.490104675293,1905.38000488281,-2.80124998092651
"3764",3764,"Butenschoen.2014",-3.966666667,-79.06666667,914,-0.263396361,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","West",2000,3.791030169,16.25,6.7,0.703999996,82.3,20.75,11.25,9.5,16.85,15.05,16.85,14.85,1213.5,180.8,70.7,30.3,319.1183472,221.8,264.9,250.1,1.08,23.1,5.5,128.8,7.476,414,3556.604736,23.27633858,19807.59961,16.07017368,0.909172058,406,11,36.91,-3.99781012159684,-0.263396361,NA,0.0321500699100658,0.00238197837847434,144.164961369474,537.9909,1.41348417431741,1.28753301105072,1.6452945168899,771,0,0,0,0,0,0,-1,-1,0,0,0,1.59379539951561,2.34008304425709,2.4420515349232,3.02478768056384,780,2372,2508,1629,3136,23.2,19.3,2.76417613239033,15.2,14.4,14.5,15.7,NA,1190,1032,NA,1297,1250,NA,992,870,NA,0.91,0.82,-0.09,-0.18,NA,1,1,3,NA,0,0,0,0,67,33,14,18,15,24,0,1,0,0,0,0,34,18,24,23,24,22,52,55,53,47,77,70,NA,0,0,3.35353155907776,3.70243053644553,0.241048150671644,2.24785792991448,0.788168371141168,2.23093403828436,0,6,3.4,8,2.32633586092875,2.4345689040342,8018,6.41418070579061,9.15678563417714,-0.0992380380630493,28.490104675293,1905.38000488281,-2.80124998092651
"3765",3765,"Butenschoen.2014",-3.966666667,-79.06666667,914,-0.19524059,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","West",2000,3.791030169,16.25,6.7,0.703999996,82.3,20.75,11.25,9.5,16.85,15.05,16.85,14.85,1213.5,180.8,70.7,30.3,319.1183472,221.8,264.9,250.1,1.08,23.1,5.5,128.8,7.476,414,3556.604736,23.27633858,19807.59961,16.07017368,0.909172058,410,5,82,-3.99781012159684,-0.19524059,NA,0.0321500699100658,0.00238197837847434,144.164961369474,537.9909,1.41348417431741,1.28753301105072,1.6452945168899,771,0,0,0,0,0,0,-1,-1,0,0,0,1.59379539951561,2.34008304425709,2.4420515349232,3.02478768056384,780,2372,2508,1629,3136,23.2,19.3,2.76417613239033,15.2,14.4,14.5,15.7,NA,1190,1032,NA,1297,1250,NA,992,870,NA,0.91,0.82,-0.09,-0.18,NA,1,1,3,NA,0,0,0,0,67,33,14,18,15,24,0,1,0,0,0,0,34,18,24,23,24,22,52,55,53,47,77,70,NA,0,0,3.35353155907776,3.70243053644553,0.241048150671644,2.24785792991448,0.788168371141168,2.23093403828436,0,6,3.4,8,2.32633586092875,2.4345689040342,8018,6.41418070579061,9.15678563417714,-0.0992380380630493,28.490104675293,1905.38000488281,-2.80124998092651
"3766",3766,"Bejarano.  2014",21.2740563,-89.6454243,915,0.01911629,"mid","Litter bag","Arid climates","Forest","Broadleaved","Leaf","North",4,0.004344248,25.95,6.9,0.546999979,192.1,32.85,20.15,12.7,27.95,25.05,28.05,23.25,797.2,145.1,20.5,67.9,314.4402466,64.2,302.1,87,0.88,24.6,7.7,99,5.391,290,3547.20752,13.73660755,8094.399902,14.89011198,0.891793132,481,25.1,19.16,-4.55101689155341,0.01911629,NA,0.00874088548514411,0.002605046214651,59.0495842146529,212.8878,0,0,0.106190897263415,2,1.43136376415899,0.845098040014257,1.51851393987789,0.903089986991944,1.54406804435028,0.954242509439325,1.00432137378264,0.322219294733919,0.602059991327962,0,0,0.706120109702704,1.11740388441634,0.972989226855349,1.27443497007404,6,5,10,-3,10,0,0,0.778151250383644,25.5,25.7,22.5,27.5,NA,636,874,NA,1453,1604,NA,538,739,NA,0.44,0.54,-0.56,-0.46,NA,0,0,0,NA,1,0,0,0,81,74,20,45,6,13,1,2,0,0,0,0,1,2,31,32,31,32,38,35,53,48,39,48,NA,92,98,2.98091193777684,3.27943878828702,1.56437012251532,2.96095949995619,2.22425328375262,2.92867794960356,4,23,25.34,32,3.11958577496178,3.5478977175631,13297,8.85692619344037,10.1271698915392,-0.0934377759695053,0.630807876586914,0.400000005960464,0.115000002086163
"3767",3767,"Bejarano.  2014",21.2740563,-89.6454243,915,-0.026401146,"mid","Litter bag","Arid climates","Forest","Broadleaved","Leaf","North",4,0.004344248,25.95,6.9,0.546999979,192.1,32.85,20.15,12.7,27.95,25.05,28.05,23.25,797.2,145.1,20.5,67.9,314.4402466,64.2,302.1,87,0.88,24.6,7.7,99,5.391,290,3547.20752,13.73660755,8094.399902,14.89011198,0.891793132,481,25.1,19.2,-4.55101689155341,-0.026401146,NA,0.00874088548514411,0.002605046214651,59.0495842146529,212.8878,0,0,0.106190897263415,2,1.43136376415899,0.845098040014257,1.51851393987789,0.903089986991944,1.54406804435028,0.954242509439325,1.00432137378264,0.322219294733919,0.602059991327962,0,0,0.706120109702704,1.11740388441634,0.972989226855349,1.27443497007404,6,5,10,-3,10,0,0,0.778151250383644,25.5,25.7,22.5,27.5,NA,636,874,NA,1453,1604,NA,538,739,NA,0.44,0.54,-0.56,-0.46,NA,0,0,0,NA,1,0,0,0,81,74,20,45,6,13,1,2,0,0,0,0,1,2,31,32,31,32,38,35,53,48,39,48,NA,92,98,2.98091193777684,3.27943878828702,1.56437012251532,2.96095949995619,2.22425328375262,2.92867794960356,4,23,25.34,32,3.11958577496178,3.5478977175631,13297,8.85692619344037,10.1271698915392,-0.0934377759695053,0.630807876586914,0.400000005960464,0.115000002086163
"3768",3768,"Bejarano.  2014",21.2740563,-89.6454243,915,0.097500252,"mid","Litter bag","Arid climates","Forest","Broadleaved","Leaf","North",4,0.004344248,25.95,6.9,0.546999979,192.1,32.85,20.15,12.7,27.95,25.05,28.05,23.25,797.2,145.1,20.5,67.9,314.4402466,64.2,302.1,87,0.88,24.6,7.7,99,5.391,290,3547.20752,13.73660755,8094.399902,14.89011198,0.891793132,481,25.1,19.2,-4.55101689155341,0.097500252,NA,0.00874088548514411,0.002605046214651,59.0495842146529,212.8878,0,0,0.106190897263415,2,1.43136376415899,0.845098040014257,1.51851393987789,0.903089986991944,1.54406804435028,0.954242509439325,1.00432137378264,0.322219294733919,0.602059991327962,0,0,0.706120109702704,1.11740388441634,0.972989226855349,1.27443497007404,6,5,10,-3,10,0,0,0.778151250383644,25.5,25.7,22.5,27.5,NA,636,874,NA,1453,1604,NA,538,739,NA,0.44,0.54,-0.56,-0.46,NA,0,0,0,NA,1,0,0,0,81,74,20,45,6,13,1,2,0,0,0,0,1,2,31,32,31,32,38,35,53,48,39,48,NA,92,98,2.98091193777684,3.27943878828702,1.56437012251532,2.96095949995619,2.22425328375262,2.92867794960356,4,23,25.34,32,3.11958577496178,3.5478977175631,13297,8.85692619344037,10.1271698915392,-0.0934377759695053,0.630807876586914,0.400000005960464,0.115000002086163
"3769",3769,"Bejarano.  2014",20.85,-89.583333,916,-0.273843534,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","East",4,0.00589453,26.45,10.4,0.611000013,200.2,35.85,18.85,17,27.95,26.05,28.65,23.65,1026.1,168.9,26.1,68.6,498.729126,83.9,395.9,100.3,1.15,32.8,7.5,83.6,6.413,372,4893.930176,33.16473389,3103.5,14.55789059,0.876562476,478,19.9,24,-4.3057843686981,-0.273843534,NA,0.0124754438149901,0.00491604489030735,59.1328251626215,212.8878,0,0,0.163757523981956,4,0,0,0,0.778151250383644,0,1.20411998265592,-1,-1,0,0,0,0.616685520895512,1.0555312250509,0.953179601065634,1.28898658679163,8,14,17,11,19,0,0,0.477121254719662,25.9,26,22.7,28.1,NA,1010,1020,NA,1709,1785,NA,854,862,NA,0.59,0.57,-0.41,-0.43,NA,0,0,0,NA,0,0,0,0,89,79,68,45,12,12,2,1,0,0,0,0,60,9,33,33,32,32,35,35,57,59,52,50,NA,100,100,2.8494194137969,2.66745295288995,0.756940236046724,1.69514006061969,1.74347056670666,1.94893107119476,0,3,16.45,10,3.19117145572856,2.8767949762007,13297,7.88478037571781,8.8097622041892,0.0334697030484676,0.610714375972748,14.3199996948242,0.0087500000372529
"3770",3770,"Bejarano.  2014",20.85,-89.583333,916,-0.240415246,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","East",4,0.00589453,26.45,10.4,0.611000013,200.2,35.85,18.85,17,27.95,26.05,28.65,23.65,1026.1,168.9,26.1,68.6,498.729126,83.9,395.9,100.3,1.15,32.8,7.5,83.6,6.413,372,4893.930176,33.16473389,3103.5,14.55789059,0.876562476,478,19.9,24,-4.3057843686981,-0.240415246,NA,0.0124754438149901,0.00491604489030735,59.1328251626215,212.8878,0,0,0.163757523981956,4,0,0,0,0.778151250383644,0,1.20411998265592,-1,-1,0,0,0,0.616685520895512,1.0555312250509,0.953179601065634,1.28898658679163,8,14,17,11,19,0,0,0.477121254719662,25.9,26,22.7,28.1,NA,1010,1020,NA,1709,1785,NA,854,862,NA,0.59,0.57,-0.41,-0.43,NA,0,0,0,NA,0,0,0,0,89,79,68,45,12,12,2,1,0,0,0,0,60,9,33,33,32,32,35,35,57,59,52,50,NA,100,100,2.8494194137969,2.66745295288995,0.756940236046724,1.69514006061969,1.74347056670666,1.94893107119476,0,3,16.45,10,3.19117145572856,2.8767949762007,13297,7.88478037571781,8.8097622041892,0.0334697030484676,0.610714375972748,14.3199996948242,0.0087500000372529
"3771",3771,"Bejarano.  2014",20.85,-89.583333,916,-0.091525705,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","East",4,0.00589453,26.45,10.4,0.611000013,200.2,35.85,18.85,17,27.95,26.05,28.65,23.65,1026.1,168.9,26.1,68.6,498.729126,83.9,395.9,100.3,1.15,32.8,7.5,83.6,6.413,372,4893.930176,33.16473389,3103.5,14.55789059,0.876562476,478,19.9,24,-4.3057843686981,-0.091525705,NA,0.0124754438149901,0.00491604489030735,59.1328251626215,212.8878,0,0,0.163757523981956,4,0,0,0,0.778151250383644,0,1.20411998265592,-1,-1,0,0,0,0.616685520895512,1.0555312250509,0.953179601065634,1.28898658679163,8,14,17,11,19,0,0,0.477121254719662,25.9,26,22.7,28.1,NA,1010,1020,NA,1709,1785,NA,854,862,NA,0.59,0.57,-0.41,-0.43,NA,0,0,0,NA,0,0,0,0,89,79,68,45,12,12,2,1,0,0,0,0,60,9,33,33,32,32,35,35,57,59,52,50,NA,100,100,2.8494194137969,2.66745295288995,0.756940236046724,1.69514006061969,1.74347056670666,1.94893107119476,0,3,16.45,10,3.19117145572856,2.8767949762007,13297,7.88478037571781,8.8097622041892,0.0334697030484676,0.610714375972748,14.3199996948242,0.0087500000372529
"3772",3772,"Bejarano.  2014",19.633333,-88.98333,917,-0.202268628,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","East",4,0.377703696,26.15,9.8,0.617000008,181.1,34.75,18.85,15.9,27.45,24.45,28.05,23.65,1250.8,205.6,34.3,60,476.939209,112.6,322.2,122.9,1.19,54.8,7.2,46.5,4.441,305,5227.120605,51.79642868,9442.799805,15.42504579,0.896565974,484,24.9,19.44,-5.63736499216204,-0.202268628,NA,0.00944820060384489,0.0153360778855073,59.5704274482936,291.1198,0.00732095292274456,0,0.0253058652647703,5,0,0,0,0,0,0,-1,-1,0,0,0,0.461048091670658,0.461048091670658,0.391464411839103,0.391464411839103,107,81,81,44,124,1.4,1.4,1.47712125471966,25.8,25.8,22.5,28.2,NA,1109,1109,NA,1823,1823,NA,938,938,NA,0.61,0.61,-0.39,-0.39,NA,0,0,0,NA,0,0,0,0,98,98,1,1,0,0,2,2,0,0,0,0,0,0,33,33,30,30,37,37,39,39,53,53,NA,32,32,2.68841982200271,2.68841982200271,0.351796306897024,0.351796306897024,0.847942638845224,0.847942638845224,0,0,1.19,1,2.11058971029925,2.11058971029925,19818,6.60288783568682,6.60288783568682,0.102192416787148,1.94112348556519,79.4899978637695,-0.113750003278255
"3773",3773,"Bejarano.  2014",19.633333,-88.98333,917,-0.184408971,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","East",4,0.377703696,26.15,9.8,0.617000008,181.1,34.75,18.85,15.9,27.45,24.45,28.05,23.65,1250.8,205.6,34.3,60,476.939209,112.6,322.2,122.9,1.19,54.8,7.2,46.5,4.441,305,5227.120605,51.79642868,9442.799805,15.42504579,0.896565974,484,24.9,19.44,-5.63736499216204,-0.184408971,NA,0.00944820060384489,0.0153360778855073,59.5704274482936,291.1198,0.00732095292274456,0,0.0253058652647703,5,0,0,0,0,0,0,-1,-1,0,0,0,0.461048091670658,0.461048091670658,0.391464411839103,0.391464411839103,107,81,81,44,124,1.4,1.4,1.47712125471966,25.8,25.8,22.5,28.2,NA,1109,1109,NA,1823,1823,NA,938,938,NA,0.61,0.61,-0.39,-0.39,NA,0,0,0,NA,0,0,0,0,98,98,1,1,0,0,2,2,0,0,0,0,0,0,33,33,30,30,37,37,39,39,53,53,NA,32,32,2.68841982200271,2.68841982200271,0.351796306897024,0.351796306897024,0.847942638845224,0.847942638845224,0,0,1.19,1,2.11058971029925,2.11058971029925,19818,6.60288783568682,6.60288783568682,0.102192416787148,1.94112348556519,79.4899978637695,-0.113750003278255
"3774",3774,"Bejarano.  2014",19.633333,-88.98333,917,-0.151995729,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","East",4,0.377703696,26.15,9.8,0.617000008,181.1,34.75,18.85,15.9,27.45,24.45,28.05,23.65,1250.8,205.6,34.3,60,476.939209,112.6,322.2,122.9,1.19,54.8,7.2,46.5,4.441,305,5227.120605,51.79642868,9442.799805,15.42504579,0.896565974,484,24.9,19.44,-5.63736499216204,-0.151995729,NA,0.00944820060384489,0.0153360778855073,59.5704274482936,291.1198,0.00732095292274456,0,0.0253058652647703,5,0,0,0,0,0,0,-1,-1,0,0,0,0.461048091670658,0.461048091670658,0.391464411839103,0.391464411839103,107,81,81,44,124,1.4,1.4,1.47712125471966,25.8,25.8,22.5,28.2,NA,1109,1109,NA,1823,1823,NA,938,938,NA,0.61,0.61,-0.39,-0.39,NA,0,0,0,NA,0,0,0,0,98,98,1,1,0,0,2,2,0,0,0,0,0,0,33,33,30,30,37,37,39,39,53,53,NA,32,32,2.68841982200271,2.68841982200271,0.351796306897024,0.351796306897024,0.847942638845224,0.847942638845224,0,0,1.19,1,2.11058971029925,2.11058971029925,19818,6.60288783568682,6.60288783568682,0.102192416787148,1.94112348556519,79.4899978637695,-0.113750003278255
